First_Name,Last_Name,Age,Department_Region,Status,Salary,Phone,Performance_Score,Remote_Work
Alice,Williams,40.0,Cloud Tech-California,Pending,63927.07,-1553334263,Good,True
Charlie,Jones,35.0,HR-California,Pending,84124.56,-3350271606,Excellent,False
Bob,Miller,40.0,Sales-California,Inactive,116961.61,-3607763368,Excellent,True
Frank,Smith,40.0,DevOps-Illinois,Pending,109423.05,-1128981230,Average,False
Charlie,Jones,35.0,Admin-California,Inactive,70394.94,-7955633184,Excellent,False
Grace,Miller,35.0,Finance-California,Pending,86465.5,-7481700665,Poor,True
Charlie,Brown,30.0,Cloud Tech-New York,Pending,96341.58,-1554164315,Excellent,False
Bob,Jones,30.0,Admin-Florida,Active,54465.47,-7045023289,Excellent,False
Alice,Davis,25.0,Finance-Illinois,Active,68371.66,-2822700933,Poor,False
Grace,Smith,35.0,Admin-New York,Pending,81021.23,-5962622821,Good,False
Charlie,Miller,25.0,Cloud Tech-Nevada,Inactive,114069.07,-5120734653,Good,True
Heidi,Miller,32.48454882571075,HR-Illinois,Inactive,117867.96,-9500507025,Poor,False
Charlie,Miller,32.48454882571075,Sales-Florida,Pending,94509.58,-869822104,Average,False
Eva,Brown,35.0,Finance-Illinois,Active,56268.78,-3161177686,Excellent,False
Grace,Jones,35.0,Admin-California,Active,86632.14,-2904774257,Poor,True
Charlie,Brown,35.0,HR-Florida,Pending,98143.9,-5917793237,Excellent,False
Heidi,Garcia,35.0,Cloud Tech-Florida,Inactive,85155.05639558233,-2231164912,Average,True
Frank,Johnson,30.0,Finance-Illinois,Inactive,67492.73,-3424579888,Excellent,True
Grace,Johnson,40.0,Admin-California,Active,93772.61,-4256529059,Poor,False
Eva,Garcia,35.0,DevOps-Nevada,Pending,68817.54,-3202032649,Excellent,False
Bob,Jones,30.0,Admin-California,Active,81874.01,-9775396736,Good,True
Heidi,Davis,30.0,HR-Texas,Active,117880.14,-9487148551,Average,False
Bob,Brown,35.0,HR-New York,Pending,100897.49,-4578715840,Average,True
Charlie,Smith,25.0,Finance-New York,Inactive,71810.37,-5608213710,Average,True
Frank,Miller,40.0,DevOps-Texas,Inactive,109048.24,-8425476817,Poor,False
Alice,Miller,35.0,Finance-Texas,Pending,62712.26,-2683230357,Average,False
Eva,Jones,40.0,Cloud Tech-Texas,Pending,76935.85,-9298808582,Good,True
David,Davis,25.0,Admin-Florida,Pending,56577.22,-8252129327,Poor,True
David,Johnson,40.0,Finance-Nevada,Inactive,61102.8,-9634064685,Good,True
Bob,Johnson,35.0,Finance-Nevada,Inactive,75229.87,-7752401483,Excellent,True
David,Miller,25.0,Admin-Nevada,Inactive,51054.74,-3991062271,Excellent,False
Bob,Jones,40.0,Admin-Texas,Active,104843.27,-3626693350,Excellent,False
Charlie,Brown,35.0,Cloud Tech-New York,Active,56398.11,-3426192371,Excellent,False
Alice,Johnson,25.0,HR-Nevada,Active,87544.73,-4501848196,Good,False
Heidi,Brown,30.0,HR-Illinois,Pending,74312.24,-3741897214,Poor,False
David,Davis,25.0,DevOps-Florida,Inactive,59431.25,-4064176926,Poor,True
Heidi,Johnson,40.0,Sales-California,Pending,84306.44,-4381199536,Average,False
Frank,Johnson,35.0,DevOps-Florida,Inactive,108194.47,-6601444855,Good,False
Charlie,Williams,25.0,Sales-New York,Inactive,107359.3,-4510173972,Excellent,False
Heidi,Johnson,25.0,DevOps-Illinois,Inactive,85155.05639558233,-9641789968,Good,False
Frank,Garcia,32.48454882571075,Admin-California,Pending,96080.26,-8609191910,Average,False
Grace,Smith,30.0,Sales-Nevada,Inactive,88602.75,-3599660576,Average,True
Frank,Garcia,40.0,DevOps-California,Active,86624.04,-9806603919,Good,True
Charlie,Jones,30.0,Cloud Tech-New York,Active,63413.16,-5146074554,Good,True
Grace,Jones,40.0,Sales-Illinois,Pending,67915.7,-3470574237,Good,False
Bob,Brown,25.0,Admin-Nevada,Inactive,108245.44,-8565271558,Poor,True
Alice,Garcia,35.0,Sales-Nevada,Inactive,75834.81,-8354116596,Excellent,True
Eva,Garcia,32.48454882571075,Cloud Tech-Nevada,Active,71273.32,-2634755751,Good,False
Bob,Garcia,25.0,DevOps-New York,Pending,63262.23,-2501394883,Good,False
David,Davis,32.48454882571075,DevOps-New York,Pending,89069.91,-8826913118,Good,False
Frank,Johnson,40.0,DevOps-Nevada,Inactive,57287.17,-6425856260,Average,True
Grace,Smith,32.48454882571075,HR-Nevada,Active,119890.35,-4991537037,Average,True
Frank,Brown,35.0,Sales-California,Inactive,103492.91,-2407333372,Poor,False
Frank,Garcia,32.48454882571075,Admin-Illinois,Pending,76254.42,-2043097767,Excellent,False
Eva,Garcia,35.0,Finance-Florida,Inactive,100841.93,-8936289695,Poor,True
Alice,Williams,32.48454882571075,Admin-California,Active,118907.61,-4546553584,Excellent,True
Frank,Brown,25.0,DevOps-California,Pending,88942.62,-1253892186,Average,False
Charlie,Garcia,25.0,Cloud Tech-Florida,Inactive,59688.57,-8519358373,Average,False
David,Brown,30.0,HR-California,Active,77985.88,-9079779611,Average,True
Bob,Johnson,35.0,Finance-New York,Inactive,112931.69,-878057214,Poor,False
Bob,Williams,32.48454882571075,DevOps-California,Active,106583.88,-1494097625,Good,True
Alice,Brown,35.0,HR-Florida,Inactive,58437.84,-3748453985,Good,True
Alice,Smith,40.0,Cloud Tech-California,Pending,72352.16,-2895090590,Average,True
Frank,Smith,32.48454882571075,DevOps-New York,Active,97154.47,-1918623391,Good,True
Heidi,Jones,32.48454882571075,Sales-Illinois,Active,80235.5,-2071511695,Good,False
Charlie,Williams,30.0,HR-Texas,Inactive,102172.05,-6672521451,Poor,False
Eva,Williams,25.0,Finance-Illinois,Inactive,98850.94,-6471246334,Excellent,True
Heidi,Jones,32.48454882571075,Admin-Florida,Inactive,89993.15,-1571840907,Average,True
David,Brown,30.0,Cloud Tech-California,Inactive,97931.66,-512080055,Average,True
Bob,Williams,40.0,Finance-California,Inactive,72451.69,-4099512396,Poor,True
Alice,Smith,35.0,Admin-California,Pending,119311.14,-2835129591,Poor,True
Charlie,Smith,40.0,Cloud Tech-New York,Active,76167.46,-7282709080,Good,False
Bob,Garcia,25.0,DevOps-Texas,Active,114871.08,-4415298216,Average,False
Eva,Johnson,25.0,HR-Nevada,Active,81504.31,-3929578670,Excellent,False
David,Williams,32.48454882571075,Admin-New York,Pending,102524.86,-8153523735,Poor,False
Charlie,Brown,25.0,Finance-Illinois,Pending,53043.74,-507918157,Excellent,True
Eva,Jones,30.0,DevOps-Illinois,Inactive,82547.26,-9988683451,Excellent,True
Bob,Jones,40.0,DevOps-California,Pending,113900.81,-7346666169,Average,True
Bob,Brown,25.0,HR-Nevada,Inactive,118585.5,-7158796473,Average,True
Bob,Davis,35.0,Finance-Illinois,Pending,63049.22,-803149981,Poor,True
Heidi,Miller,32.48454882571075,DevOps-Texas,Active,114558.91,-5080046357,Average,False
Heidi,Johnson,40.0,DevOps-New York,Active,97901.79,-688285030,Average,True
Eva,Jones,30.0,Sales-California,Active,68037.56,-7235137398,Average,False
Alice,Williams,32.48454882571075,HR-New York,Active,112802.27,-63140351,Excellent,False
Bob,Johnson,40.0,Sales-Nevada,Pending,93786.72,-6356022938,Poor,False
David,Williams,32.48454882571075,Admin-Florida,Inactive,73049.93,-4694346065,Good,False
David,Davis,30.0,Sales-Illinois,Pending,64161.72,-6437490606,Excellent,True
Charlie,Smith,40.0,Admin-Nevada,Pending,72224.73,-2311127127,Average,False
Bob,Johnson,30.0,HR-New York,Pending,103580.45,-5246484493,Excellent,False
Grace,Garcia,40.0,HR-Florida,Pending,112589.11,-1163187327,Average,False
Eva,Jones,30.0,Admin-Texas,Active,51833.88,-771130620,Average,True
Eva,Johnson,32.48454882571075,Sales-Illinois,Active,66252.78,-1369572789,Excellent,True
Frank,Johnson,25.0,DevOps-Florida,Active,109229.68,-8335090253,Poor,True
Frank,Johnson,30.0,Finance-Florida,Inactive,61465.05,-2573066247,Average,False
Grace,Miller,25.0,HR-Florida,Active,96993.74,-1323570712,Poor,False
David,Johnson,25.0,Admin-Florida,Pending,98150.39,-9848228500,Good,True
David,Williams,40.0,Finance-Texas,Pending,107703.0,-1688092549,Average,False
Grace,Smith,32.48454882571075,DevOps-Illinois,Pending,86766.14,-2130609068,Poor,True
Alice,Davis,32.48454882571075,Cloud Tech-Florida,Inactive,111443.69,-1309810795,Poor,True
David,Brown,32.48454882571075,Sales-Florida,Pending,89039.07,-4967379456,Good,False
Alice,Johnson,30.0,HR-Florida,Inactive,71318.79,-7278532425,Poor,False
Heidi,Jones,30.0,Finance-California,Pending,98296.71,-4250642075,Poor,False
Heidi,Johnson,40.0,Cloud Tech-Nevada,Pending,62584.0,-8362536666,Good,False
Charlie,Jones,40.0,Finance-California,Inactive,62521.5,-7767555627,Average,True
David,Williams,40.0,Cloud Tech-California,Inactive,95400.35,-3333939577,Poor,True
Charlie,Jones,25.0,Cloud Tech-Texas,Pending,94385.07,-6543627186,Poor,True
Grace,Garcia,32.48454882571075,Sales-New York,Inactive,76642.49,-4960335825,Poor,True
Frank,Brown,32.48454882571075,DevOps-New York,Active,60122.52,-8627036923,Excellent,True
Alice,Smith,40.0,HR-California,Pending,117267.63,-9269326572,Good,False
Charlie,Jones,25.0,Admin-New York,Active,85155.05639558233,-2759980110,Excellent,True
Heidi,Jones,40.0,Sales-Texas,Pending,84542.68,-5155322,Good,True
Heidi,Smith,40.0,Finance-Florida,Active,92007.15,-4159597751,Average,True
Eva,Brown,32.48454882571075,DevOps-Illinois,Active,62938.8,-4418222617,Average,False
Frank,Johnson,25.0,Admin-Texas,Pending,108661.01,-9628874311,Poor,False
Bob,Jones,25.0,Cloud Tech-Florida,Active,97046.33,-7102676719,Good,False
Charlie,Smith,40.0,DevOps-Illinois,Inactive,56518.84,-9579927078,Average,False
Frank,Garcia,40.0,Cloud Tech-Florida,Pending,70498.29,-5515122945,Good,True
Eva,Garcia,35.0,Sales-Florida,Pending,98708.06,-2135415969,Average,True
Bob,Williams,32.48454882571075,DevOps-Nevada,Pending,83856.41,-9962543847,Excellent,False
Eva,Smith,40.0,Sales-California,Inactive,90259.99,-752034475,Average,False
Charlie,Williams,32.48454882571075,Sales-Florida,Pending,94230.03,-5047158028,Excellent,True
Charlie,Garcia,32.48454882571075,Admin-Nevada,Inactive,50110.66,-904637659,Average,True
Bob,Brown,30.0,Sales-Florida,Inactive,73365.46,-4655866524,Poor,False
David,Johnson,25.0,DevOps-New York,Pending,67809.23,-4837441714,Excellent,False
Eva,Smith,32.48454882571075,Sales-California,Active,98008.51,-8102131250,Average,False
Alice,Davis,30.0,Admin-California,Inactive,83537.58,-2931100590,Poor,False
Alice,Garcia,30.0,Finance-New York,Pending,112444.08,-2975191022,Excellent,True
Frank,Garcia,40.0,Finance-Nevada,Active,86475.13,-1211063300,Poor,True
Frank,Davis,32.48454882571075,Sales-Texas,Active,97984.53,-6583737926,Good,True
Frank,Miller,25.0,Admin-California,Active,118853.31,-4907280122,Good,False
Charlie,Garcia,32.48454882571075,Sales-Florida,Active,58179.12,-4289311324,Excellent,False
Eva,Jones,35.0,DevOps-Texas,Inactive,56075.84,-3269496842,Average,True
Frank,Brown,40.0,HR-New York,Pending,62250.89,-6453804420,Excellent,True
Alice,Smith,30.0,Cloud Tech-Florida,Pending,105931.77,-175096169,Poor,True
Charlie,Davis,30.0,HR-Florida,Pending,86653.96,-1595919456,Average,True
Charlie,Jones,25.0,Sales-Nevada,Active,100719.94,-5757475832,Good,False
Bob,Davis,25.0,HR-Texas,Pending,91600.13,-9205677566,Average,True
Heidi,Smith,25.0,Cloud Tech-Illinois,Pending,71873.66,-7722660255,Good,True
Eva,Williams,30.0,HR-New York,Active,69365.47,-2650622922,Average,True
Heidi,Smith,25.0,HR-New York,Active,58012.23,-1067245306,Average,True
Bob,Miller,30.0,Sales-California,Pending,68973.65,-6248433796,Average,True
Eva,Smith,32.48454882571075,Admin-New York,Active,92928.4,-6627051156,Poor,True
Heidi,Smith,25.0,Admin-Texas,Inactive,53531.92,-9423873669,Poor,True
Bob,Miller,40.0,Finance-New York,Pending,112389.31,-4254969191,Excellent,False
Heidi,Brown,32.48454882571075,HR-California,Inactive,63870.3,-8455259709,Excellent,False
Bob,Garcia,40.0,Sales-New York,Active,106164.53,-7563353573,Good,False
Bob,Smith,40.0,HR-Nevada,Pending,103654.54,-8595325938,Poor,False
David,Miller,30.0,Sales-California,Inactive,62834.72,-9337970580,Good,True
Frank,Jones,35.0,Finance-Florida,Active,83273.41,-6295187793,Excellent,False
Heidi,Williams,30.0,HR-California,Pending,58917.58,-1763425072,Good,False
Bob,Williams,35.0,Sales-Nevada,Active,71148.27,-3055978244,Excellent,True
Grace,Smith,30.0,Sales-New York,Pending,118172.42,-7598339913,Poor,True
Frank,Brown,30.0,DevOps-Illinois,Inactive,118614.37,-388436603,Average,False
Frank,Brown,32.48454882571075,DevOps-New York,Active,96872.36,-4324006156,Poor,False
Heidi,Jones,25.0,Sales-Illinois,Inactive,88856.14,-2768297513,Good,True
Charlie,Smith,35.0,Finance-Texas,Pending,97985.61,-7439742924,Good,False
Grace,Williams,35.0,Finance-Nevada,Pending,56337.31,-105875255,Poor,True
Alice,Brown,30.0,DevOps-New York,Inactive,70405.23,-8065625903,Poor,True
Heidi,Smith,30.0,Admin-Nevada,Inactive,89919.35,-5990802710,Excellent,True
Eva,Davis,40.0,DevOps-California,Active,50568.35,-2218231554,Good,True
Grace,Brown,30.0,HR-Texas,Inactive,85155.05639558233,-1651768085,Good,False
Frank,Miller,25.0,HR-Texas,Active,99155.53,-6281372142,Poor,True
Frank,Davis,40.0,Finance-Florida,Inactive,64785.13,-3080037002,Average,True
Charlie,Garcia,30.0,Sales-Florida,Inactive,79206.48,-3228556607,Good,False
Charlie,Brown,30.0,Cloud Tech-Texas,Pending,60079.71,-4706810389,Average,True
Grace,Williams,30.0,Cloud Tech-New York,Pending,79109.88,-3397051957,Poor,False
Grace,Johnson,32.48454882571075,Admin-Florida,Pending,88643.5,-2632809447,Poor,False
Frank,Davis,30.0,Admin-Florida,Pending,90455.7,-5862394534,Excellent,False
David,Garcia,32.48454882571075,HR-Florida,Pending,75687.9,-4614707985,Good,True
Heidi,Jones,35.0,Cloud Tech-Illinois,Inactive,55604.42,-3210613393,Average,False
Eva,Jones,40.0,Sales-Texas,Pending,92704.94,-3945703942,Excellent,False
Bob,Williams,32.48454882571075,Sales-California,Pending,113250.97,-8040325375,Good,True
Alice,Brown,40.0,Finance-Illinois,Inactive,101367.02,-5769277893,Excellent,False
Eva,Smith,35.0,Admin-Texas,Pending,102459.77,-3191009003,Poor,False
Eva,Brown,25.0,DevOps-Florida,Pending,90100.2,-476921052,Good,False
Eva,Williams,32.48454882571075,Cloud Tech-California,Inactive,58877.49,-3651460400,Excellent,False
Eva,Jones,35.0,Admin-Illinois,Inactive,85155.05639558233,-4247310719,Excellent,False
Bob,Brown,32.48454882571075,Admin-Illinois,Pending,96140.89,-1137984408,Average,True
Charlie,Jones,35.0,DevOps-New York,Inactive,105956.04,-7123166006,Excellent,False
Frank,Davis,25.0,Admin-Illinois,Active,84716.38,-6762090143,Good,False
Grace,Garcia,30.0,DevOps-Florida,Pending,61709.83,-7340433699,Good,True
Frank,Smith,25.0,DevOps-California,Active,61732.03,-9687304518,Average,True
Eva,Davis,40.0,DevOps-Illinois,Active,97845.7,-5778255881,Good,True
Eva,Jones,30.0,Sales-Florida,Active,114905.58,-5562965753,Poor,False
Frank,Jones,32.48454882571075,DevOps-Texas,Active,94619.69,-2786561941,Good,True
Grace,Johnson,32.48454882571075,DevOps-California,Inactive,68696.15,-5577820581,Good,False
Grace,Johnson,40.0,DevOps-Nevada,Active,97032.29,-9582923615,Excellent,False
Frank,Davis,30.0,HR-Illinois,Active,50593.33,-1880819047,Excellent,True
Grace,Miller,25.0,Sales-Texas,Pending,74606.15,-2357155867,Good,True
Eva,Davis,30.0,Cloud Tech-Texas,Pending,53981.73,-6395613722,Average,False
David,Johnson,32.48454882571075,DevOps-Texas,Pending,56047.05,-817214363,Excellent,True
Grace,Jones,32.48454882571075,Admin-Texas,Pending,67733.5,-3813000412,Average,False
Bob,Williams,40.0,HR-Florida,Pending,103891.64,-2114716559,Good,True
Charlie,Davis,25.0,HR-Texas,Inactive,73285.83,-9456534698,Good,True
Eva,Jones,30.0,Finance-Texas,Inactive,92721.13,-7990707549,Poor,True
Heidi,Williams,25.0,Admin-Illinois,Inactive,92977.64,-4768169956,Excellent,False
Heidi,Williams,35.0,Cloud Tech-Texas,Active,89994.12,-607174810,Good,True
Heidi,Johnson,25.0,Finance-New York,Pending,50060.73,-3176539704,Poor,False
Grace,Davis,35.0,Admin-Nevada,Inactive,90224.82,-4873961028,Excellent,False
Heidi,Brown,40.0,Finance-Florida,Pending,106859.3,-871827495,Good,False
David,Smith,25.0,Finance-Nevada,Inactive,89707.07,-8049187273,Good,False
Frank,Johnson,35.0,DevOps-California,Inactive,94259.08,-2049561212,Excellent,True
Bob,Johnson,35.0,Sales-California,Active,82174.75,-7730626041,Excellent,False
David,Brown,30.0,Sales-Texas,Inactive,63370.22,-3597371121,Excellent,False
Bob,Smith,35.0,Finance-Texas,Pending,101472.69,-2990775607,Good,True
David,Jones,25.0,DevOps-Illinois,Active,77213.73,-5816704685,Good,False
Eva,Miller,40.0,Sales-Florida,Active,73749.96,-1114576831,Poor,True
Alice,Davis,40.0,Cloud Tech-New York,Pending,86618.37,-1021923784,Average,False
Charlie,Miller,32.48454882571075,Admin-Texas,Active,59911.33,-8471296179,Excellent,True
Heidi,Jones,32.48454882571075,Cloud Tech-New York,Pending,59137.64,-3324260507,Good,False
Alice,Garcia,35.0,Cloud Tech-Florida,Pending,108474.65,-184980424,Good,True
Bob,Johnson,25.0,Finance-Illinois,Pending,54417.71,-3733777311,Excellent,False
Frank,Smith,40.0,HR-Texas,Pending,88211.94,-6881228216,Average,False
David,Johnson,25.0,Sales-New York,Inactive,58452.18,-8192365345,Excellent,True
Grace,Williams,30.0,DevOps-California,Pending,80706.28,-605603566,Average,True
Alice,Johnson,30.0,Cloud Tech-Nevada,Pending,85155.05639558233,-9327986238,Good,True
Heidi,Johnson,25.0,Cloud Tech-Texas,Active,99471.89,-8471690617,Average,True
Eva,Jones,40.0,DevOps-Florida,Pending,64431.22,-1205464753,Poor,False
Heidi,Jones,40.0,Admin-New York,Pending,52633.48,-8954787697,Good,False
Heidi,Jones,32.48454882571075,Cloud Tech-Nevada,Inactive,79315.01,-9992751757,Poor,True
David,Miller,25.0,Sales-Texas,Pending,110391.17,-8914444982,Excellent,False
David,Williams,40.0,DevOps-Nevada,Active,53714.83,-5539354357,Excellent,True
Charlie,Garcia,40.0,Finance-New York,Active,114587.11,-6449639242,Excellent,True
Frank,Garcia,35.0,Admin-Florida,Inactive,93177.35,-5885379820,Average,False
Heidi,Jones,25.0,Cloud Tech-Nevada,Active,62312.13,-4339527535,Good,False
Heidi,Smith,32.48454882571075,Cloud Tech-Texas,Active,81137.46,-7497852490,Excellent,False
Grace,Miller,30.0,DevOps-Nevada,Inactive,104528.27,-4168601346,Excellent,False
Bob,Brown,30.0,DevOps-Florida,Active,112395.56,-7894896339,Good,False
Heidi,Smith,25.0,Finance-New York,Active,81849.36,-6791766511,Excellent,False
Charlie,Davis,40.0,DevOps-New York,Pending,118288.91,-2150014187,Poor,False
Charlie,Davis,25.0,DevOps-Illinois,Active,59555.1,-4216309000,Good,True
Heidi,Smith,40.0,Admin-California,Active,70661.31,-5944633398,Good,True
Charlie,Jones,32.48454882571075,Sales-New York,Active,109988.16,-9485320894,Good,True
David,Brown,32.48454882571075,Finance-Florida,Inactive,101101.24,-3263890218,Poor,True
David,Brown,30.0,HR-Florida,Pending,112427.58,-9471136336,Good,True
Charlie,Miller,32.48454882571075,Cloud Tech-Florida,Active,119389.15,-9223410345,Poor,False
Alice,Brown,40.0,Sales-Florida,Inactive,105861.23,-9967331166,Good,True
Heidi,Davis,40.0,Admin-Texas,Pending,50869.61,-7269608436,Average,True
David,Williams,30.0,HR-California,Active,85155.05639558233,-6855078966,Excellent,True
Eva,Jones,30.0,DevOps-Florida,Pending,90856.21,-9352196262,Average,True
Heidi,Brown,30.0,DevOps-Florida,Active,111008.63,-3556434368,Excellent,True
Alice,Miller,25.0,Finance-Nevada,Inactive,52289.99,-7093170694,Poor,True
Eva,Davis,32.48454882571075,Sales-Illinois,Active,97926.56,-5607676163,Average,True
Frank,Williams,25.0,Sales-Nevada,Inactive,53609.38,-5345472238,Good,False
Heidi,Johnson,32.48454882571075,Cloud Tech-California,Inactive,95372.09,-8983065030,Excellent,False
David,Johnson,30.0,HR-New York,Pending,95432.69,-2198041846,Excellent,True
David,Williams,30.0,HR-California,Inactive,97615.87,-2426423641,Average,False
Bob,Davis,35.0,HR-Florida,Inactive,86867.78,-8131909247,Poor,False
Eva,Miller,40.0,Sales-California,Pending,106615.71,-7623039110,Average,False
Bob,Williams,30.0,Finance-Texas,Active,112856.21,-4281785227,Poor,False
Bob,Jones,25.0,Admin-California,Active,60356.78,-2305248087,Poor,True
David,Jones,32.48454882571075,DevOps-Texas,Inactive,117870.22,-622072238,Excellent,False
Charlie,Johnson,40.0,HR-Florida,Inactive,95127.91,-5947372131,Average,False
Bob,Brown,25.0,Admin-Illinois,Pending,78818.42,-9016204786,Average,False
Frank,Miller,40.0,Sales-Nevada,Pending,108933.55,-6886878598,Poor,True
Eva,Johnson,32.48454882571075,Admin-California,Active,68200.52,-6486287202,Average,True
Eva,Brown,25.0,Admin-California,Inactive,116934.97,-1954196663,Good,True
Charlie,Brown,32.48454882571075,HR-New York,Active,99567.78,-5057303626,Good,True
Charlie,Garcia,30.0,Admin-Texas,Active,90216.76,-9246320373,Average,True
Frank,Jones,30.0,Admin-Illinois,Pending,96588.73,-7677537259,Average,True
Charlie,Davis,35.0,Finance-Illinois,Active,71109.18,-3214505765,Poor,True
Grace,Smith,40.0,Admin-Florida,Inactive,50300.6,-1945887070,Good,False
Frank,Davis,35.0,Finance-California,Pending,60295.84,-5534820127,Good,False
Heidi,Smith,35.0,DevOps-Texas,Pending,113012.21,-4008385075,Excellent,False
Bob,Williams,35.0,Cloud Tech-Florida,Pending,65425.54,-5975954507,Poor,True
Frank,Jones,25.0,Sales-Nevada,Active,86850.37,-9177680897,Excellent,True
Eva,Brown,30.0,Cloud Tech-Texas,Pending,81182.07,-1265742230,Good,True
Bob,Miller,32.48454882571075,Finance-New York,Inactive,92222.03,-9646300401,Poor,True
Alice,Smith,35.0,Finance-New York,Pending,79934.83,-3693626893,Average,True
Alice,Davis,35.0,HR-California,Inactive,111201.12,-3012047136,Poor,False
Heidi,Brown,40.0,Finance-California,Active,100960.05,-2711759573,Average,False
Grace,Smith,30.0,Sales-Illinois,Active,64544.87,-9885582983,Average,True
Frank,Smith,25.0,Sales-Florida,Active,78662.24,-9330674583,Poor,True
Grace,Garcia,30.0,Sales-Florida,Pending,102867.06,-7609441282,Average,True
Charlie,Smith,40.0,HR-Illinois,Inactive,107595.95,-3372188565,Excellent,True
Eva,Miller,40.0,Sales-Nevada,Inactive,85155.05639558233,-6954132970,Good,False
Eva,Jones,35.0,DevOps-Nevada,Inactive,95766.91,-5066626704,Average,True
Grace,Miller,30.0,Finance-Nevada,Pending,51990.98,-5143776935,Excellent,True
Heidi,Johnson,25.0,Sales-Nevada,Inactive,83634.01,-6343925294,Average,True
Eva,Brown,40.0,DevOps-Texas,Inactive,85155.05639558233,-9611110285,Good,True
Eva,Jones,30.0,Sales-Texas,Active,82273.08,-7120072023,Excellent,False
Frank,Garcia,30.0,Cloud Tech-California,Inactive,94537.3,-5591024509,Good,True
Alice,Jones,35.0,HR-Illinois,Pending,85970.65,-9109032670,Good,True
Charlie,Jones,25.0,Sales-New York,Pending,111071.02,-4949819420,Excellent,False
Eva,Davis,35.0,DevOps-Nevada,Pending,56708.34,-7942817933,Excellent,False
Charlie,Jones,25.0,Admin-Illinois,Inactive,104516.55,-652775843,Excellent,False
Charlie,Garcia,25.0,Admin-New York,Pending,108210.15,-6634533721,Poor,True
Bob,Miller,40.0,Finance-Texas,Active,85155.05639558233,-109121721,Excellent,True
Frank,Jones,35.0,DevOps-California,Active,80935.65,-1455937660,Excellent,False
Frank,Williams,30.0,DevOps-California,Active,107020.19,-8943705262,Excellent,False
Charlie,Brown,30.0,HR-New York,Active,118677.67,-5100462775,Excellent,False
Bob,Jones,25.0,Cloud Tech-Florida,Inactive,63744.57,-5725659201,Average,False
Alice,Brown,40.0,Cloud Tech-California,Active,85155.05639558233,-4617520237,Poor,False
Bob,Williams,25.0,Sales-New York,Pending,62934.73,-9743260054,Good,False
Bob,Williams,30.0,DevOps-California,Pending,74654.23,-9550178331,Excellent,True
David,Brown,32.48454882571075,Sales-Texas,Active,85155.05639558233,-5848689992,Average,True
David,Smith,30.0,HR-New York,Pending,118150.59,-6079848703,Average,True
David,Johnson,32.48454882571075,DevOps-Florida,Inactive,91256.64,-5069176798,Average,False
Bob,Davis,30.0,HR-Florida,Inactive,85997.57,-3593744038,Good,False
Frank,Smith,25.0,Finance-Texas,Pending,84707.12,-4640830372,Excellent,False
Eva,Smith,32.48454882571075,DevOps-Texas,Active,84559.9,-6060148859,Poor,False
Heidi,Miller,32.48454882571075,DevOps-California,Pending,81076.91,-8490793883,Poor,False
Eva,Davis,40.0,Admin-Texas,Inactive,85155.05639558233,-1368528305,Average,False
Heidi,Davis,25.0,Finance-Florida,Pending,97356.31,-1537012423,Good,True
Grace,Smith,40.0,DevOps-Illinois,Active,114770.32,-4626325143,Good,True
Bob,Jones,35.0,Admin-California,Active,109082.07,-8811210313,Good,False
David,Miller,40.0,DevOps-Florida,Inactive,99944.57,-2175188780,Poor,True
Eva,Miller,40.0,HR-Florida,Pending,116509.72,-7941515262,Average,False
Eva,Williams,30.0,Finance-Texas,Active,84253.9,-8409112251,Excellent,True
Charlie,Garcia,25.0,Cloud Tech-Nevada,Active,54776.01,-8837505660,Poor,False
Charlie,Davis,40.0,Sales-Nevada,Inactive,71192.68,-8632397912,Average,False
Bob,Smith,32.48454882571075,Finance-Florida,Active,96346.53,-7876553006,Average,True
Eva,Williams,32.48454882571075,HR-Illinois,Pending,116680.63,-3095055604,Excellent,True
Grace,Brown,25.0,Finance-Florida,Inactive,76343.56,-7121988191,Excellent,False
Alice,Johnson,30.0,Sales-Nevada,Inactive,99424.14,-7788519052,Excellent,False
Charlie,Garcia,35.0,DevOps-Florida,Inactive,57656.74,-4864010423,Good,True
Heidi,Garcia,40.0,Sales-New York,Pending,77396.94,-6245618516,Excellent,True
Grace,Garcia,32.48454882571075,DevOps-California,Inactive,54299.68,-4460045211,Average,False
Charlie,Miller,35.0,HR-Nevada,Pending,103563.58,-8991511454,Excellent,True
Grace,Brown,25.0,Finance-California,Inactive,74588.85,-1293913043,Average,False
David,Garcia,30.0,DevOps-California,Pending,113727.23,-8818984840,Poor,False
Eva,Brown,25.0,HR-New York,Active,72828.18,-6046154020,Good,False
Grace,Jones,32.48454882571075,Sales-Florida,Inactive,98717.09,-1901707567,Poor,False
Frank,Garcia,40.0,Sales-Florida,Inactive,56840.8,-1429831521,Poor,True
David,Johnson,35.0,Finance-Illinois,Pending,61663.91,-9107322835,Average,True
Grace,Brown,30.0,Finance-Nevada,Active,109523.4,-849378305,Poor,True
Eva,Brown,25.0,HR-Illinois,Inactive,65812.02,-3963845268,Average,True
Bob,Johnson,32.48454882571075,Cloud Tech-Illinois,Inactive,54708.88,-6944391648,Excellent,True
Heidi,Garcia,40.0,Admin-California,Active,107661.73,-7016934291,Excellent,True
Eva,Johnson,40.0,DevOps-Illinois,Inactive,79002.0,-9132033015,Average,True
