First_Name,Last_Name,Age,Department_Region,Status,Salary,Email,Phone,Performance_Score,Remote_Work
Bob,Smith,32.48454882571075,Cloud Tech-Nevada,Pending,113334.56,bob.smith@example.com,-3878753576,Excellent,False
Heidi,Garcia,35.0,HR-Florida,Active,106922.49,heidi.garcia@example.com,-8811616201,Excellent,True
Eva,Smith,35.0,DevOps-California,Inactive,58113.07,eva.smith@example.com,-8123710671,Average,True
Alice,Smith,25.0,Admin-Nevada,Pending,73006.26,alice.smith@example.com,-8728660415,Poor,True
Eva,Williams,25.0,HR-California,Active,78054.43,eva.williams@example.com,-4485959223,Poor,True
Eva,Miller,40.0,DevOps-Florida,Inactive,112028.67,eva.miller@example.com,-8395894772,Excellent,False
Charlie,Garcia,25.0,Admin-Texas,Inactive,83787.24,charlie.garcia@example.com,-5228705621,Good,True
Heidi,Davis,30.0,Sales-Florida,Inactive,52017.14,heidi.davis@example.com,-7104331874,Average,True
Charlie,Jones,40.0,Finance-Texas,Inactive,53218.06,charlie.jones@example.com,-1097921582,Average,False
Frank,Johnson,25.0,DevOps-Nevada,Pending,102053.67,frank.johnson@example.com,-5034469458,Average,False
David,Davis,35.0,Sales-Illinois,Pending,93276.73,david.davis@example.com,-6488319212,Average,False
David,Johnson,40.0,HR-Nevada,Pending,76941.36,david.johnson@example.com,-4249128964,Poor,True
Alice,Williams,25.0,DevOps-New York,Pending,82850.23,alice.williams@example.com,-9994973202,Poor,False
Charlie,Johnson,25.0,Finance-California,Active,117910.15,charlie.johnson@example.com,-3192227050,Good,False
David,Smith,32.48454882571075,DevOps-Florida,Inactive,66450.0,david.smith@example.com,-287675480,Average,True
Heidi,Garcia,25.0,Finance-Florida,Inactive,118646.95,heidi.garcia@example.com,-3866675484,Average,False
Alice,Jones,25.0,Finance-Florida,Active,88436.92,alice.jones@example.com,-8193242686,Excellent,False
Eva,Brown,32.48454882571075,Sales-New York,Pending,81934.55,eva.brown@example.com,-7418652056,Poor,False
Alice,Johnson,30.0,Finance-California,Pending,93383.06,alice.johnson@example.com,-5639836519,Average,False
Frank,Davis,40.0,Cloud Tech-Texas,Pending,50153.79,frank.davis@example.com,-3758309450,Good,True
Eva,Smith,32.48454882571075,Sales-California,Pending,53204.47,eva.smith@example.com,-5480940475,Good,False
Charlie,Brown,40.0,Cloud Tech-California,Pending,63128.04,charlie.brown@example.com,-440907976,Poor,False
Grace,Jones,30.0,Finance-New York,Pending,57543.6,grace.jones@example.com,-2781050921,Good,True
Bob,Brown,40.0,Finance-Nevada,Pending,59424.52,bob.brown@example.com,-2161070517,Good,False
Alice,Smith,32.48454882571075,Finance-Illinois,Inactive,104675.7,alice.smith@example.com,-4390552957,Poor,True
Charlie,Garcia,30.0,Cloud Tech-Florida,Pending,92431.25,charlie.garcia@example.com,-660138240,Average,False
Grace,Garcia,40.0,Sales-Nevada,Active,77850.9,grace.garcia@example.com,-2704938619,Average,True
Eva,Miller,40.0,Admin-New York,Inactive,99001.0,eva.miller@example.com,-4485157918,Good,True
Eva,Garcia,32.48454882571075,HR-Nevada,Pending,94280.83,eva.garcia@example.com,-7111212589,Good,True
Eva,Miller,35.0,DevOps-New York,Pending,118262.56,eva.miller@example.com,-2035713431,Average,True
Frank,Brown,25.0,HR-Illinois,Inactive,89944.67,frank.brown@example.com,-4064242955,Poor,False
Grace,Williams,32.48454882571075,HR-Florida,Active,57452.93,grace.williams@example.com,-3343244740,Good,True
Alice,Davis,25.0,Admin-California,Active,97837.32,alice.davis@example.com,-7595587208,Excellent,False
Alice,Davis,35.0,Admin-Illinois,Active,106981.84,alice.davis@example.com,-6289365434,Poor,True
David,Brown,32.48454882571075,Finance-New York,Pending,105778.36,david.brown@example.com,-8841834373,Good,True
Alice,Johnson,40.0,Finance-Florida,Pending,117608.32,alice.johnson@example.com,-182727954,Good,True
Eva,Johnson,30.0,Sales-Florida,Active,99324.03,eva.johnson@example.com,-9690515025,Excellent,False
David,Garcia,30.0,HR-Florida,Active,55212.83,david.garcia@example.com,-7551254277,Excellent,True
Bob,Davis,40.0,Cloud Tech-Florida,Inactive,68496.77,bob.davis@example.com,-2079799666,Average,False
Eva,Davis,25.0,HR-Florida,Pending,52795.84,eva.davis@example.com,-3459576402,Poor,False
Alice,Miller,32.48454882571075,DevOps-California,Inactive,90087.39,alice.miller@example.com,-8166496901,Poor,False
Frank,Williams,32.48454882571075,Admin-New York,Pending,105038.08,frank.williams@example.com,-8249839224,Average,False
Grace,Smith,25.0,HR-New York,Active,73231.85,grace.smith@example.com,-142576269,Poor,False
David,Johnson,32.48454882571075,Sales-Florida,Pending,102649.36,david.johnson@example.com,-2324412335,Poor,False
Bob,Davis,35.0,Finance-New York,Pending,114302.51,bob.davis@example.com,-1328507250,Poor,False
Alice,Miller,35.0,Finance-Texas,Inactive,87816.61,alice.miller@example.com,-7863767315,Poor,False
Frank,Jones,32.48454882571075,Sales-Florida,Inactive,70750.38,frank.jones@example.com,-2526546967,Poor,False
Frank,Miller,32.48454882571075,Cloud Tech-Texas,Active,85155.05639558233,frank.miller@example.com,-1579039234,Excellent,True
Bob,Johnson,30.0,DevOps-Nevada,Active,97978.36,bob.johnson@example.com,-5580996131,Poor,True
David,Johnson,32.48454882571075,DevOps-Nevada,Inactive,107172.8,david.johnson@example.com,-7303461561,Excellent,True
Charlie,Miller,25.0,Finance-Nevada,Inactive,56126.46,charlie.miller@example.com,-6244670461,Poor,True
Eva,Smith,32.48454882571075,Cloud Tech-Illinois,Active,78534.29,eva.smith@example.com,-2681715159,Average,True
Grace,Brown,40.0,HR-Texas,Inactive,85155.05639558233,grace.brown@example.com,-2529867075,Good,False
Bob,Johnson,32.48454882571075,Cloud Tech-Nevada,Active,114963.34,bob.johnson@example.com,-6046419784,Excellent,False
Eva,Miller,32.48454882571075,Cloud Tech-California,Inactive,77657.93,eva.miller@example.com,-7585126860,Poor,False
Heidi,Davis,30.0,Sales-New York,Active,77369.48,heidi.davis@example.com,-2059438975,Average,False
Eva,Miller,30.0,HR-Nevada,Pending,76119.14,eva.miller@example.com,-740177508,Good,False
Charlie,Williams,25.0,Cloud Tech-Texas,Pending,77585.72,charlie.williams@example.com,-5465408423,Excellent,False
Bob,Brown,35.0,Admin-Nevada,Pending,74069.62,bob.brown@example.com,-5607540914,Good,False
Charlie,Jones,30.0,Admin-New York,Pending,67691.92,charlie.jones@example.com,-863218121,Average,True
Alice,Smith,32.48454882571075,Finance-Nevada,Pending,70345.69,alice.smith@example.com,-7645793896,Excellent,True
Bob,Garcia,30.0,DevOps-Illinois,Inactive,74999.69,bob.garcia@example.com,-155029167,Good,True
David,Jones,25.0,HR-Illinois,Active,72245.02,david.jones@example.com,-1546602415,Poor,True
Eva,Brown,32.48454882571075,Admin-Illinois,Pending,106538.98,eva.brown@example.com,-1394498829,Excellent,False
Charlie,Brown,25.0,HR-New York,Active,101787.14,charlie.brown@example.com,-5973642479,Good,False
Frank,Brown,30.0,DevOps-Nevada,Inactive,83596.78,frank.brown@example.com,-9624406305,Average,False
Eva,Jones,40.0,Sales-Texas,Active,92463.94,eva.jones@example.com,-2447951329,Average,True
Charlie,Davis,32.48454882571075,Admin-California,Pending,93863.32,charlie.davis@example.com,-5319497968,Excellent,False
Alice,Brown,32.48454882571075,DevOps-Texas,Pending,78359.41,alice.brown@example.com,-5867805554,Good,False
Alice,Miller,32.48454882571075,HR-Illinois,Pending,95773.57,alice.miller@example.com,-7277382645,Excellent,False
Grace,Jones,30.0,Sales-Nevada,Inactive,82529.08,grace.jones@example.com,-917851384,Excellent,True
Grace,Garcia,35.0,Sales-Texas,Pending,109358.73,grace.garcia@example.com,-4457702991,Good,False
Charlie,Brown,32.48454882571075,Admin-Florida,Active,89645.01,charlie.brown@example.com,-9596604872,Good,True
Charlie,Miller,40.0,HR-Texas,Active,84134.95,charlie.miller@example.com,-6826911632,Poor,True
Frank,Davis,30.0,Cloud Tech-Nevada,Active,113540.83,frank.davis@example.com,-1942268652,Good,True
Heidi,Williams,40.0,Cloud Tech-Texas,Pending,57225.75,heidi.williams@example.com,-6945515887,Average,True
Eva,Davis,35.0,Sales-Illinois,Pending,76366.17,eva.davis@example.com,-6367747225,Excellent,False
Bob,Garcia,32.48454882571075,HR-Florida,Active,78408.95,bob.garcia@example.com,-4085721695,Excellent,True
Frank,Brown,40.0,Finance-Illinois,Active,111742.4,frank.brown@example.com,-6630932997,Average,True
David,Garcia,25.0,Sales-Nevada,Inactive,60516.83,david.garcia@example.com,-1996059328,Good,False
Bob,Jones,30.0,Finance-California,Pending,83706.17,bob.jones@example.com,-7150968831,Average,False
David,Johnson,32.48454882571075,Admin-Nevada,Inactive,67056.92,david.johnson@example.com,-7532735240,Average,True
Charlie,Brown,30.0,DevOps-Illinois,Active,90058.85,charlie.brown@example.com,-397739731,Poor,False
Eva,Johnson,30.0,Sales-Florida,Pending,94633.59,eva.johnson@example.com,-7819523709,Average,True
Eva,Miller,25.0,Admin-Florida,Pending,110711.17,eva.miller@example.com,-687616480,Excellent,True
Grace,Williams,32.48454882571075,Admin-Illinois,Active,96175.41,grace.williams@example.com,-9807704604,Average,True
Frank,Smith,40.0,Sales-Illinois,Active,76474.79,frank.smith@example.com,-6876112490,Excellent,True
Alice,Garcia,30.0,Sales-Illinois,Pending,107855.99,alice.garcia@example.com,-2565237340,Excellent,False
Charlie,Davis,40.0,Sales-Illinois,Active,104870.78,charlie.davis@example.com,-5177345474,Excellent,True
Bob,Williams,25.0,Finance-Nevada,Active,85155.05639558233,bob.williams@example.com,-7494902283,Good,False
Grace,Brown,32.48454882571075,Finance-California,Active,87087.16,grace.brown@example.com,-359544293,Poor,False
Heidi,Johnson,40.0,HR-Illinois,Pending,108603.34,heidi.johnson@example.com,-7742229463,Excellent,False
Grace,Davis,30.0,HR-Florida,Active,55867.23,grace.davis@example.com,-3039429044,Excellent,False
Grace,Johnson,35.0,Admin-Texas,Pending,105259.57,grace.johnson@example.com,-8867925297,Good,True
Bob,Jones,32.48454882571075,Cloud Tech-Florida,Pending,98143.67,bob.jones@example.com,-5856728726,Excellent,False
Frank,Johnson,25.0,Admin-Florida,Pending,67754.29,frank.johnson@example.com,-6015343323,Average,True
Grace,Jones,32.48454882571075,HR-Illinois,Inactive,77821.79,grace.jones@example.com,-9135779082,Average,False
Heidi,Miller,30.0,HR-Illinois,Pending,67764.44,heidi.miller@example.com,-3506158147,Poor,False
Frank,Davis,40.0,DevOps-New York,Pending,102346.99,frank.davis@example.com,-8810798333,Excellent,True
Charlie,Davis,25.0,Admin-Illinois,Inactive,73690.65,charlie.davis@example.com,-2337209483,Good,True
Alice,Smith,30.0,Finance-Nevada,Active,56376.2,alice.smith@example.com,-1312840332,Average,True
Grace,Brown,25.0,Cloud Tech-California,Active,55602.78,grace.brown@example.com,-9977180512,Good,False
Grace,Jones,40.0,Sales-Nevada,Pending,99812.41,grace.jones@example.com,-7171731892,Good,False
Charlie,Smith,40.0,Finance-Texas,Active,95981.9,charlie.smith@example.com,-9749096172,Average,True
Eva,Johnson,30.0,Cloud Tech-Illinois,Pending,98891.48,eva.johnson@example.com,-9970469471,Good,True
Alice,Johnson,35.0,Admin-Nevada,Active,56079.0,alice.johnson@example.com,-5878444834,Average,True
Grace,Smith,35.0,DevOps-Florida,Inactive,85155.05639558233,grace.smith@example.com,-4884712704,Good,True
Bob,Davis,25.0,Sales-California,Pending,89137.97,bob.davis@example.com,-8772216416,Average,False
Frank,Johnson,35.0,Admin-Illinois,Active,115079.97,frank.johnson@example.com,-5823133483,Excellent,True
Eva,Garcia,30.0,Finance-Illinois,Active,55067.02,eva.garcia@example.com,-5871493924,Poor,True
Bob,Miller,32.48454882571075,HR-Illinois,Pending,98593.43,bob.miller@example.com,-2362292586,Average,True
Heidi,Miller,30.0,HR-Florida,Pending,112756.67,heidi.miller@example.com,-9643474523,Average,True
Heidi,Garcia,25.0,HR-Texas,Inactive,105205.92,heidi.garcia@example.com,-5557469659,Poor,False
David,Smith,35.0,Finance-California,Pending,50680.62,david.smith@example.com,-6065274032,Average,True
David,Garcia,35.0,Cloud Tech-Florida,Pending,107475.23,david.garcia@example.com,-4450566587,Average,False
Charlie,Jones,40.0,HR-California,Active,68835.3,charlie.jones@example.com,-3398741131,Good,True
David,Jones,40.0,DevOps-New York,Active,66943.96,david.jones@example.com,-5797067348,Poor,True
David,Smith,30.0,Admin-Illinois,Inactive,104525.69,david.smith@example.com,-9601054856,Excellent,False
Bob,Garcia,40.0,Sales-Texas,Pending,109360.74,bob.garcia@example.com,-4172156228,Average,True
Frank,Jones,40.0,Sales-California,Inactive,118907.63,frank.jones@example.com,-4938173597,Poor,False
Eva,Davis,40.0,Admin-Illinois,Active,86801.48,eva.davis@example.com,-4884021556,Good,False
Alice,Garcia,32.48454882571075,HR-Florida,Pending,62236.03,alice.garcia@example.com,-3257375533,Excellent,True
Heidi,Davis,35.0,DevOps-Texas,Active,64752.67,heidi.davis@example.com,-4902166669,Poor,False
Frank,Jones,35.0,Sales-California,Active,68399.43,frank.jones@example.com,-8085096084,Excellent,False
Frank,Miller,35.0,Admin-Florida,Inactive,79336.51,frank.miller@example.com,-8749511917,Excellent,False
Frank,Jones,40.0,HR-Florida,Active,59179.74,frank.jones@example.com,-1828197930,Excellent,False
David,Davis,25.0,DevOps-California,Active,80255.31,david.davis@example.com,-6477251294,Average,False
Charlie,Williams,30.0,Finance-Texas,Active,84971.85,charlie.williams@example.com,-7860694095,Average,False
Frank,Brown,40.0,HR-California,Pending,89748.42,frank.brown@example.com,-35624394,Good,False
Charlie,Johnson,25.0,Admin-California,Inactive,94090.35,charlie.johnson@example.com,-8739592322,Good,False
Frank,Garcia,35.0,HR-California,Pending,115229.12,frank.garcia@example.com,-4210890284,Poor,True
Alice,Williams,40.0,Cloud Tech-California,Pending,63927.07,alice.williams@example.com,-1553334263,Good,True
Charlie,Jones,35.0,HR-California,Pending,84124.56,charlie.jones@example.com,-3350271606,Excellent,False
Bob,Miller,40.0,Sales-California,Inactive,116961.61,bob.miller@example.com,-3607763368,Excellent,True
Frank,Smith,40.0,DevOps-Illinois,Pending,109423.05,frank.smith@example.com,-1128981230,Average,False
Charlie,Jones,35.0,Admin-California,Inactive,70394.94,charlie.jones@example.com,-7955633184,Excellent,False
Grace,Miller,35.0,Finance-California,Pending,86465.5,grace.miller@example.com,-7481700665,Poor,True
Charlie,Brown,30.0,Cloud Tech-New York,Pending,96341.58,charlie.brown@example.com,-1554164315,Excellent,False
Bob,Jones,30.0,Admin-Florida,Active,54465.47,bob.jones@example.com,-7045023289,Excellent,False
Alice,Davis,25.0,Finance-Illinois,Active,68371.66,alice.davis@example.com,-2822700933,Poor,False
Grace,Smith,35.0,Admin-New York,Pending,81021.23,grace.smith@example.com,-5962622821,Good,False
Charlie,Miller,25.0,Cloud Tech-Nevada,Inactive,114069.07,charlie.miller@example.com,-5120734653,Good,True
Heidi,Miller,32.48454882571075,HR-Illinois,Inactive,117867.96,heidi.miller@example.com,-9500507025,Poor,False
Charlie,Miller,32.48454882571075,Sales-Florida,Pending,94509.58,charlie.miller@example.com,-869822104,Average,False
Eva,Brown,35.0,Finance-Illinois,Active,56268.78,eva.brown@example.com,-3161177686,Excellent,False
Grace,Jones,35.0,Admin-California,Active,86632.14,grace.jones@example.com,-2904774257,Poor,True
Charlie,Brown,35.0,HR-Florida,Pending,98143.9,charlie.brown@example.com,-5917793237,Excellent,False
Heidi,Garcia,35.0,Cloud Tech-Florida,Inactive,85155.05639558233,heidi.garcia@example.com,-2231164912,Average,True
Frank,Johnson,30.0,Finance-Illinois,Inactive,67492.73,frank.johnson@example.com,-3424579888,Excellent,True
Grace,Johnson,40.0,Admin-California,Active,93772.61,grace.johnson@example.com,-4256529059,Poor,False
Eva,Garcia,35.0,DevOps-Nevada,Pending,68817.54,eva.garcia@example.com,-3202032649,Excellent,False
Bob,Jones,30.0,Admin-California,Active,81874.01,bob.jones@example.com,-9775396736,Good,True
Heidi,Davis,30.0,HR-Texas,Active,117880.14,heidi.davis@example.com,-9487148551,Average,False
Bob,Brown,35.0,HR-New York,Pending,100897.49,bob.brown@example.com,-4578715840,Average,True
Charlie,Smith,25.0,Finance-New York,Inactive,71810.37,charlie.smith@example.com,-5608213710,Average,True
Frank,Miller,40.0,DevOps-Texas,Inactive,109048.24,frank.miller@example.com,-8425476817,Poor,False
Alice,Miller,35.0,Finance-Texas,Pending,62712.26,alice.miller@example.com,-2683230357,Average,False
Eva,Jones,40.0,Cloud Tech-Texas,Pending,76935.85,eva.jones@example.com,-9298808582,Good,True
David,Davis,25.0,Admin-Florida,Pending,56577.22,david.davis@example.com,-8252129327,Poor,True
David,Johnson,40.0,Finance-Nevada,Inactive,61102.8,david.johnson@example.com,-9634064685,Good,True
Bob,Johnson,35.0,Finance-Nevada,Inactive,75229.87,bob.johnson@example.com,-7752401483,Excellent,True
David,Miller,25.0,Admin-Nevada,Inactive,51054.74,david.miller@example.com,-3991062271,Excellent,False
Bob,Jones,40.0,Admin-Texas,Active,104843.27,bob.jones@example.com,-3626693350,Excellent,False
Charlie,Brown,35.0,Cloud Tech-New York,Active,56398.11,charlie.brown@example.com,-3426192371,Excellent,False
Alice,Johnson,25.0,HR-Nevada,Active,87544.73,alice.johnson@example.com,-4501848196,Good,False
Heidi,Brown,30.0,HR-Illinois,Pending,74312.24,heidi.brown@example.com,-3741897214,Poor,False
David,Davis,25.0,DevOps-Florida,Inactive,59431.25,david.davis@example.com,-4064176926,Poor,True
Heidi,Johnson,40.0,Sales-California,Pending,84306.44,heidi.johnson@example.com,-4381199536,Average,False
Frank,Johnson,35.0,DevOps-Florida,Inactive,108194.47,frank.johnson@example.com,-6601444855,Good,False
Charlie,Williams,25.0,Sales-New York,Inactive,107359.3,charlie.williams@example.com,-4510173972,Excellent,False
Heidi,Johnson,25.0,DevOps-Illinois,Inactive,85155.05639558233,heidi.johnson@example.com,-9641789968,Good,False
Frank,Garcia,32.48454882571075,Admin-California,Pending,96080.26,frank.garcia@example.com,-8609191910,Average,False
Grace,Smith,30.0,Sales-Nevada,Inactive,88602.75,grace.smith@example.com,-3599660576,Average,True
Frank,Garcia,40.0,DevOps-California,Active,86624.04,frank.garcia@example.com,-9806603919,Good,True
Charlie,Jones,30.0,Cloud Tech-New York,Active,63413.16,charlie.jones@example.com,-5146074554,Good,True
Grace,Jones,40.0,Sales-Illinois,Pending,67915.7,grace.jones@example.com,-3470574237,Good,False
Bob,Brown,25.0,Admin-Nevada,Inactive,108245.44,bob.brown@example.com,-8565271558,Poor,True
Alice,Garcia,35.0,Sales-Nevada,Inactive,75834.81,alice.garcia@example.com,-8354116596,Excellent,True
Eva,Garcia,32.48454882571075,Cloud Tech-Nevada,Active,71273.32,eva.garcia@example.com,-2634755751,Good,False
Bob,Garcia,25.0,DevOps-New York,Pending,63262.23,bob.garcia@example.com,-2501394883,Good,False
David,Davis,32.48454882571075,DevOps-New York,Pending,89069.91,david.davis@example.com,-8826913118,Good,False
Frank,Johnson,40.0,DevOps-Nevada,Inactive,57287.17,frank.johnson@example.com,-6425856260,Average,True
Grace,Smith,32.48454882571075,HR-Nevada,Active,119890.35,grace.smith@example.com,-4991537037,Average,True
Frank,Brown,35.0,Sales-California,Inactive,103492.91,frank.brown@example.com,-2407333372,Poor,False
Frank,Garcia,32.48454882571075,Admin-Illinois,Pending,76254.42,frank.garcia@example.com,-2043097767,Excellent,False
Eva,Garcia,35.0,Finance-Florida,Inactive,100841.93,eva.garcia@example.com,-8936289695,Poor,True
Alice,Williams,32.48454882571075,Admin-California,Active,118907.61,alice.williams@example.com,-4546553584,Excellent,True
Frank,Brown,25.0,DevOps-California,Pending,88942.62,frank.brown@example.com,-1253892186,Average,False
Charlie,Garcia,25.0,Cloud Tech-Florida,Inactive,59688.57,charlie.garcia@example.com,-8519358373,Average,False
David,Brown,30.0,HR-California,Active,77985.88,david.brown@example.com,-9079779611,Average,True
Bob,Johnson,35.0,Finance-New York,Inactive,112931.69,bob.johnson@example.com,-878057214,Poor,False
Bob,Williams,32.48454882571075,DevOps-California,Active,106583.88,bob.williams@example.com,-1494097625,Good,True
Alice,Brown,35.0,HR-Florida,Inactive,58437.84,alice.brown@example.com,-3748453985,Good,True
Alice,Smith,40.0,Cloud Tech-California,Pending,72352.16,alice.smith@example.com,-2895090590,Average,True
Frank,Smith,32.48454882571075,DevOps-New York,Active,97154.47,frank.smith@example.com,-1918623391,Good,True
Heidi,Jones,32.48454882571075,Sales-Illinois,Active,80235.5,heidi.jones@example.com,-2071511695,Good,False
Charlie,Williams,30.0,HR-Texas,Inactive,102172.05,charlie.williams@example.com,-6672521451,Poor,False
Eva,Williams,25.0,Finance-Illinois,Inactive,98850.94,eva.williams@example.com,-6471246334,Excellent,True
Heidi,Jones,32.48454882571075,Admin-Florida,Inactive,89993.15,heidi.jones@example.com,-1571840907,Average,True
David,Brown,30.0,Cloud Tech-California,Inactive,97931.66,david.brown@example.com,-512080055,Average,True
Bob,Williams,40.0,Finance-California,Inactive,72451.69,bob.williams@example.com,-4099512396,Poor,True
Alice,Smith,35.0,Admin-California,Pending,119311.14,alice.smith@example.com,-2835129591,Poor,True
Charlie,Smith,40.0,Cloud Tech-New York,Active,76167.46,charlie.smith@example.com,-7282709080,Good,False
Bob,Garcia,25.0,DevOps-Texas,Active,114871.08,bob.garcia@example.com,-4415298216,Average,False
Eva,Johnson,25.0,HR-Nevada,Active,81504.31,eva.johnson@example.com,-3929578670,Excellent,False
David,Williams,32.48454882571075,Admin-New York,Pending,102524.86,david.williams@example.com,-8153523735,Poor,False
Charlie,Brown,25.0,Finance-Illinois,Pending,53043.74,charlie.brown@example.com,-507918157,Excellent,True
Eva,Jones,30.0,DevOps-Illinois,Inactive,82547.26,eva.jones@example.com,-9988683451,Excellent,True
Bob,Jones,40.0,DevOps-California,Pending,113900.81,bob.jones@example.com,-7346666169,Average,True
Bob,Brown,25.0,HR-Nevada,Inactive,118585.5,bob.brown@example.com,-7158796473,Average,True
Bob,Davis,35.0,Finance-Illinois,Pending,63049.22,bob.davis@example.com,-803149981,Poor,True
Heidi,Miller,32.48454882571075,DevOps-Texas,Active,114558.91,heidi.miller@example.com,-5080046357,Average,False
Heidi,Johnson,40.0,DevOps-New York,Active,97901.79,heidi.johnson@example.com,-688285030,Average,True
Eva,Jones,30.0,Sales-California,Active,68037.56,eva.jones@example.com,-7235137398,Average,False
Alice,Williams,32.48454882571075,HR-New York,Active,112802.27,alice.williams@example.com,-63140351,Excellent,False
Bob,Johnson,40.0,Sales-Nevada,Pending,93786.72,bob.johnson@example.com,-6356022938,Poor,False
David,Williams,32.48454882571075,Admin-Florida,Inactive,73049.93,david.williams@example.com,-4694346065,Good,False
David,Davis,30.0,Sales-Illinois,Pending,64161.72,david.davis@example.com,-6437490606,Excellent,True
Charlie,Smith,40.0,Admin-Nevada,Pending,72224.73,charlie.smith@example.com,-2311127127,Average,False
Bob,Johnson,30.0,HR-New York,Pending,103580.45,bob.johnson@example.com,-5246484493,Excellent,False
Grace,Garcia,40.0,HR-Florida,Pending,112589.11,grace.garcia@example.com,-1163187327,Average,False
Eva,Jones,30.0,Admin-Texas,Active,51833.88,eva.jones@example.com,-771130620,Average,True
Eva,Johnson,32.48454882571075,Sales-Illinois,Active,66252.78,eva.johnson@example.com,-1369572789,Excellent,True
Frank,Johnson,25.0,DevOps-Florida,Active,109229.68,frank.johnson@example.com,-8335090253,Poor,True
Frank,Johnson,30.0,Finance-Florida,Inactive,61465.05,frank.johnson@example.com,-2573066247,Average,False
Grace,Miller,25.0,HR-Florida,Active,96993.74,grace.miller@example.com,-1323570712,Poor,False
David,Johnson,25.0,Admin-Florida,Pending,98150.39,david.johnson@example.com,-9848228500,Good,True
David,Williams,40.0,Finance-Texas,Pending,107703.0,david.williams@example.com,-1688092549,Average,False
Grace,Smith,32.48454882571075,DevOps-Illinois,Pending,86766.14,grace.smith@example.com,-2130609068,Poor,True
Alice,Davis,32.48454882571075,Cloud Tech-Florida,Inactive,111443.69,alice.davis@example.com,-1309810795,Poor,True
David,Brown,32.48454882571075,Sales-Florida,Pending,89039.07,david.brown@example.com,-4967379456,Good,False
Alice,Johnson,30.0,HR-Florida,Inactive,71318.79,alice.johnson@example.com,-7278532425,Poor,False
Heidi,Jones,30.0,Finance-California,Pending,98296.71,heidi.jones@example.com,-4250642075,Poor,False
Heidi,Johnson,40.0,Cloud Tech-Nevada,Pending,62584.0,heidi.johnson@example.com,-8362536666,Good,False
Charlie,Jones,40.0,Finance-California,Inactive,62521.5,charlie.jones@example.com,-7767555627,Average,True
David,Williams,40.0,Cloud Tech-California,Inactive,95400.35,david.williams@example.com,-3333939577,Poor,True
Charlie,Jones,25.0,Cloud Tech-Texas,Pending,94385.07,charlie.jones@example.com,-6543627186,Poor,True
Grace,Garcia,32.48454882571075,Sales-New York,Inactive,76642.49,grace.garcia@example.com,-4960335825,Poor,True
Frank,Brown,32.48454882571075,DevOps-New York,Active,60122.52,frank.brown@example.com,-8627036923,Excellent,True
Alice,Smith,40.0,HR-California,Pending,117267.63,alice.smith@example.com,-9269326572,Good,False
Charlie,Jones,25.0,Admin-New York,Active,85155.05639558233,charlie.jones@example.com,-2759980110,Excellent,True
Heidi,Jones,40.0,Sales-Texas,Pending,84542.68,heidi.jones@example.com,-5155322,Good,True
Heidi,Smith,40.0,Finance-Florida,Active,92007.15,heidi.smith@example.com,-4159597751,Average,True
Eva,Brown,32.48454882571075,DevOps-Illinois,Active,62938.8,eva.brown@example.com,-4418222617,Average,False
Frank,Johnson,25.0,Admin-Texas,Pending,108661.01,frank.johnson@example.com,-9628874311,Poor,False
Bob,Jones,25.0,Cloud Tech-Florida,Active,97046.33,bob.jones@example.com,-7102676719,Good,False
Charlie,Smith,40.0,DevOps-Illinois,Inactive,56518.84,charlie.smith@example.com,-9579927078,Average,False
Frank,Garcia,40.0,Cloud Tech-Florida,Pending,70498.29,frank.garcia@example.com,-5515122945,Good,True
Eva,Garcia,35.0,Sales-Florida,Pending,98708.06,eva.garcia@example.com,-2135415969,Average,True
Bob,Williams,32.48454882571075,DevOps-Nevada,Pending,83856.41,bob.williams@example.com,-9962543847,Excellent,False
Eva,Smith,40.0,Sales-California,Inactive,90259.99,eva.smith@example.com,-752034475,Average,False
Charlie,Williams,32.48454882571075,Sales-Florida,Pending,94230.03,charlie.williams@example.com,-5047158028,Excellent,True
Charlie,Garcia,32.48454882571075,Admin-Nevada,Inactive,50110.66,charlie.garcia@example.com,-904637659,Average,True
Bob,Brown,30.0,Sales-Florida,Inactive,73365.46,bob.brown@example.com,-4655866524,Poor,False
David,Johnson,25.0,DevOps-New York,Pending,67809.23,david.johnson@example.com,-4837441714,Excellent,False
Eva,Smith,32.48454882571075,Sales-California,Active,98008.51,eva.smith@example.com,-8102131250,Average,False
Alice,Davis,30.0,Admin-California,Inactive,83537.58,alice.davis@example.com,-2931100590,Poor,False
Alice,Garcia,30.0,Finance-New York,Pending,112444.08,alice.garcia@example.com,-2975191022,Excellent,True
Frank,Garcia,40.0,Finance-Nevada,Active,86475.13,frank.garcia@example.com,-1211063300,Poor,True
Frank,Davis,32.48454882571075,Sales-Texas,Active,97984.53,frank.davis@example.com,-6583737926,Good,True
Frank,Miller,25.0,Admin-California,Active,118853.31,frank.miller@example.com,-4907280122,Good,False
Charlie,Garcia,32.48454882571075,Sales-Florida,Active,58179.12,charlie.garcia@example.com,-4289311324,Excellent,False
Eva,Jones,35.0,DevOps-Texas,Inactive,56075.84,eva.jones@example.com,-3269496842,Average,True
Frank,Brown,40.0,HR-New York,Pending,62250.89,frank.brown@example.com,-6453804420,Excellent,True
Alice,Smith,30.0,Cloud Tech-Florida,Pending,105931.77,alice.smith@example.com,-175096169,Poor,True
